latitude,longitude
-32.20755771,18.43135097
-32.67340448,19.28352169
-33.25718579,19.89140957
-33.15900911,20.3493562
-33.477344,21.01801421
-33.18107565,21.89620618
-33.31644804,23.2000146
-33.04940151,23.97649113
-33.28237087,25.35476834
-33.12032045,26.03237723
-33.19736465,26.67627789
-33.46200401,27.23243243
-33.73409267,26.54212847
-33.74233787,26.27831923
-33.732505,25.91334819
-33.84425552,25.64734594
-34.02633246,25.6589721
-33.96762452,25.18289508
-34.00669967,24.97004156
-34.16881386,24.85548057
-34.1703348,24.43790389
-34.02965099,23.84246244
-34.02423275,23.48190481
-34.10417781,23.11824114
-34.04618289,22.72847816
-34.02266643,22.49695849
-34.12653434,22.19558667
-34.42646988,21.73750888
-34.42807599,21.20984155
-34.43246558,20.89568799
-34.49349899,20.48372601
-34.64623824,20.28174954
-34.83181837,20.02209198
-34.7658585,19.7039312
-34.55140467,19.38056838
-34.34469493,19.12950329
-34.19037861,18.99053975
-34.08105092,18.74212702
-34.21766495,18.49895012
-34.35462816,18.4921143
-34.10235013,18.28797816
-33.78372569,18.41149099
-33.5008718,18.35114634
-33.11873673,17.98929959
-32.94304687,17.85443104
-32.77136207,17.89295351
-32.71700019,18.1407297
-32.5461726,18.32581989
-32.20755771,18.43135097
