270,850
271,1678
272,721
273,2061
274,619
275,1053
276,1336
277,2195
278,1907
279,1810
280,333
281,647
282,1153
283,1469
284,612
285,2001
286,1280
287,2023
288,1990
289,1951
290,521
291,1287
292,474
293,233
294,206
295,1119
296,2062
297,543
298,820
299,2050
300,1377
301,424
302,2313
303,262
304,48
305,2294
306,1439
307,1739
308,363
309,867
310,1271
311,1405
312,2360
313,56
314,840
315,47
316,630
317,456
318,1828
319,716
320,2185
321,1644
322,115
323,286
324,825
325,150
326,307
327,1827
328,1349
329,107
330,1819
331,1704
332,604
333,1458
334,1460
335,97
336,2039
337,1171
338,422
339,85
340,1073
341,1671
342,1863
343,1941
344,526
345,596
346,1348
347,528
348,947
349,1792
350,1197
351,1484
352,529
353,299
354,2208
355,158
356,854
357,1131
358,149
359,1061
360,519
361,2329
362,843
363,1016
364,1050
365,966
366,2270
367,1594
368,1386
369,376
370,1553
371,1493
372,423
373,2103
374,77
375,1350
376,2211
377,808
378,751
379,1116
380,1648
381,1771
382,1723
383,811
384,194
385,38
386,1742
387,75
388,403
389,1266
390,1713
391,934
392,1766
393,2137
394,913
395,662
396,2073
397,1980
398,2369
399,2231
400,693
401,1588
402,1198
403,1430
404,1431
405,2161
406,1078
407,1899
408,1253
409,1887
410,785
411,2180
412,215
413,833
414,1435
415,1735
416,993
417,770
418,1963
419,1770
420,655
421,179
422,63
423,1860
424,433
425,1695
426,752
427,2314
428,699
429,13
430,1853
431,301
432,381
433,816
434,1547
435,803
436,1570
437,126
438,1976
439,1622
440,2367
441,1539
442,1784
443,359
444,1204
445,1188
446,1932
447,1966
448,1716
449,491
450,1297
451,1028
452,1450
453,1945
454,1427
455,1758
456,2141
457,1533
458,289
459,1545
460,1274
461,1400
462,1601
463,234
464,1652
465,1159
466,1635
467,2170
468,2341
469,1529
470,1607
471,817
472,652
473,1246
474,897
475,568
476,1855
477,364
478,1795
479,2143
480,1617
481,1335
482,140
483,1291
484,818
485,649
486,1562
487,341
488,936
489,1519
490,162
491,2125
492,2083
493,1611
494,797
495,1541
496,603
497,2262
498,2168
499,459
500,1637
501,789
502,1054
503,851
504,2032
505,1989
506,2043
507,2276
508,914
509,1586
510,1600
511,60
512,686
513,957
514,1582
515,385
516,24
517,1448
518,323
519,2006
520,1295
521,211
522,1098
523,1603
524,1803
525,1940
526,2040
527,872
528,1765
529,1414
530,1838
531,198
532,259
533,1089
534,2159
535,1804
536,404
537,577
538,901
539,1938
540,1508
541,1154
542,302
543,1347
544,2076
545,1727
546,2198
547,1762
548,2177
549,1243
550,1167
551,1543
552,1324
553,1256
554,2190
555,1783
556,1446
557,650
558,608
559,2365
560,1641
561,1351
562,1636
563,1693
564,82
565,237
566,762
567,1922
568,943
569,1125
570,1380
571,1624
572,357
573,2353
574,1200
575,1275
576,1492
577,1587
578,597
579,683
580,1282
581,1558
582,779
583,1732
584,614
585,156
586,1638
587,1974
588,1163
589,940
590,1630
591,977
592,2247
593,300
594,527
595,298
596,547
597,1468
598,601
599,2082
600,795
601,515
602,248
603,2192
604,1597
605,726
606,1657
607,1231
608,1036
609,1866
610,1238
611,692
612,1775
613,1998
614,1905
615,894
616,1712
617,1242
618,1307
619,827
620,87
621,2009
622,2236
623,98
624,1325
625,1954
626,595
627,235
628,2127
629,2356
630,585
631,829
632,2290
633,434
634,88
635,1530
636,786
637,399
638,1627
639,1654
640,680
641,540
642,1865
643,1447
644,353
645,2292
646,1311
647,2310
648,1880
649,375
650,367
651,773
652,1416
653,1550
654,1194
655,1451
656,1672
657,761
658,503
659,488
660,169
661,1110
662,534
663,2264
664,2091
665,1250
666,951
667,2210
668,1773
669,1837
670,671
671,40
672,620
673,2295
674,764
675,1510
676,1070
677,1997
678,830
679,682
680,1523
681,52
682,741
683,1309
684,1037
685,2007
686,1443
687,1384
688,428
689,3
690,1421
691,2196
692,675
693,2155
694,502
695,1117
696,157
697,1536
698,992
699,1294
700,2316
701,285
702,1440
703,1105
704,535
705,400
706,1972
707,2139
708,737
709,1817
710,991
711,1504
712,512
713,2361
714,2160
715,1782
716,975
717,2232
718,1331
719,1464
720,1031
721,908
722,53
723,2370
724,1273
725,2014
726,1076
727,658
728,2186
729,231
730,1049
731,1437
732,335
733,806
734,1107
735,2222
736,355
737,1007
738,582
739,2189
740,312
741,579
742,2084
743,492
744,1177
745,1277
746,1722
747,1793
748,1634
749,2237
750,1741
751,1260
752,185
753,406
754,1220
755,393
756,1721
757,2066
758,1930
759,878
760,609
761,421
762,1128
763,1376
764,1224
765,297
766,1173
767,1265
768,791
769,798
770,2344
771,315
772,638
773,1040
774,216
775,117
776,586
777,1284
778,750
779,401
780,1329
781,2326
782,1953
783,1032
784,723
785,218
786,2167
787,782
788,1006
789,1520
790,148
791,1525
792,1785
793,170
794,676
795,64
796,2263
797,1114
798,417
799,311
800,1456
801,1470
802,728
803,114
804,2349
805,2017
806,594
807,387
808,1136
809,1358
810,807
811,42
812,2094
813,383
814,1497
815,1373
816,167
817,1420
818,1208
819,2279
820,214
821,163
822,2068
823,1879
824,1096
825,616
826,146
827,1895
828,1970
829,2020
830,893
831,2030
832,2328
833,34
834,1228
835,561
836,2299
837,950
838,12
839,320
840,119
841,449
842,1854
843,176
844,213
845,2199
846,1753
847,1931
848,242
849,1043
850,469
851,1367
852,264
853,929
854,226
855,334
856,2221
857,1048
858,1897
859,1206
860,429
861,2104
862,249
863,2319
864,1915
865,1249
866,1438
867,985
868,1189
869,155
870,1234
871,2027
872,911
873,1071
874,1363
875,1679
876,889
877,838
878,267
879,1748
880,1700
881,1187
882,59
883,731
884,76
885,1212
886,2029
887,1609
888,2065
889,261
890,857
891,1501
892,336
893,1645
894,151
895,1392
896,1933
897,760
898,1900
899,71
900,505
901,11
902,37
903,408
904,1768
905,45
906,705
907,113
908,1904
909,814
910,116
911,222
912,1088
913,1561
914,933
915,223
916,708
917,410
918,1952
919,2206
920,1623
921,1757
922,684
923,1789
924,1694
925,606
926,132
927,1026
928,2022
929,49
930,745
931,159
932,1339
933,546
934,1060
935,740
936,83
937,1660
938,145
939,1509
940,342
941,2322
942,1581
943,1486
944,1023
945,1729
946,625
947,187
948,624
949,1991
950,1161
951,33
952,1814
953,482
954,793
955,822
956,1106
957,679
958,1969
959,1659
960,2031
961,613
962,2147
963,1314
964,1977
965,2178
966,1599
967,651
968,1720
969,903
970,886
971,999
972,2156
973,2193
974,1676
975,1971
976,841
977,1205
978,1646
979,1996
980,207
981,849
982,1606
983,371
984,983
985,1137
986,922
987,124
988,2072
989,1482
990,627
991,583
992,1483
993,1057
994,5
995,1849
996,1211
997,766
998,653
999,1514
1000,2146
1001,182
1002,1516
1003,749
1004,1934
1005,1502
1006,1818
1007,8
1008,1424
1009,1744
1010,1668
1011,1109
1012,133
1013,1142
1014,1190
1015,1598
1016,2340
1017,2005
1018,2136
1019,2205
1020,2272
1021,25
1022,131
1023,1535
1024,2176
1025,4
1026,921
1027,553
1028,1166
1029,2282
1030,1491
1031,1216
1032,1567
1033,1841
1034,1725
1035,765
1036,509
1037,967
1038,419
1039,1736
1040,1825
1041,598
1042,1490
1043,532
1044,1334
1045,566
1046,962
1047,1574
1048,337
1049,1124
1050,1151
1051,1388
1052,1252
1053,188
1054,924
1055,1717
1056,972
1057,742
1058,1100
1059,1569
1060,946
1061,1406
1062,1826
1063,678
1064,324
1065,391
1066,1412
1067,1466
1068,130
1069,67
1070,2277
1071,463
1072,1411
1073,41
1074,1018
1075,1913
1076,2088
1077,1964
1078,1245
1079,1917
1080,448
1081,46
1082,2368
1083,815
1084,1852
1085,974
1086,2358
1087,1632
1088,2334
1089,758
1090,454
1091,1791
1092,398
1093,839
1094,1661
1095,321
1096,918
1097,1261
1098,484
1099,1290
1100,1082
1101,856
1102,2315
1103,281
1104,631
1105,600
1106,191
1107,1658
1108,1843
1109,1883
1110,725
1111,1012
1112,667
1113,1548
1114,1003
1115,1341
1116,390
1117,763
1118,1172
1119,239
1120,1113
1121,1937
1122,358
1123,1914
1124,890
1125,799
1126,636
1127,1042
1128,455
1129,180
1130,171
1131,2119
1132,2244
1133,495
1134,2165
1135,414
1136,1677
1137,1975
1138,1419
1139,1305
1140,2288
1141,227
1142,500
1143,1513
1144,1959
1145,295
1146,172
1147,767
1148,563
1149,2331
1150,1356
1151,340
1152,2117
1153,712
1154,2010
1155,112
1156,1728
1157,2357
1158,2095
1159,1207
1160,668
1161,2181
1162,980
1163,65
1164,1027
1165,1379
1166,2325
1167,1398
1168,504
1169,1262
1170,1868
1171,1556
1172,313
1173,855
1174,823
1175,1140
1176,1391
1177,706
1178,1063
1179,672
1180,615
1181,1629
1182,896
1183,1821
1184,1323
1185,1077
1186,1767
1187,960
1188,2116
1189,1062
1190,1592
1191,1663
1192,268
1193,468
1194,1372
1195,2339
1196,2351
1197,125
1198,666
1199,1298
1200,101
1201,345
1202,255
1203,551
1204,486
1205,501
1206,1650
1207,90
1208,1503
1209,2366
1210,411
1211,16
1212,245
1213,2274
1214,1840
1215,744
1216,1498
1217,464
1218,1906
1219,1330
1220,2107
1221,1402
1222,450
1223,1247
1224,783
1225,1950
1226,641
1227,370
1228,1038
1229,458
1230,1690
1231,916
1232,1035
1233,1148
1234,722
1235,2248
1236,902
1237,2306
1238,925
1239,1761
1240,844
1241,2123
1242,2304
1243,2173
1244,437
1245,570
1246,1044
1247,1797
1248,1104
1249,907
1250,2067
1251,771
1252,1902
1253,1281
1254,877
1255,748
1256,1929
1257,1454
1258,1215
1259,99
1260,1836
1261,10
1262,805
1263,1656
1264,953
1265,238
1266,1081
1267,2308
1268,26
1269,1861
1270,1851
1271,1201
1272,279
1273,412
1274,430
1275,2016
1276,1461
1277,1896
1278,644
1279,2200
1280,327
1281,1118
1282,1746
1283,2267
1284,665
1285,2049
1286,329
1287,1602
1288,1708
1289,292
1290,508
1291,1321
1292,537
1293,1692
1294,569
1295,1506
1296,1787
1297,1343
1298,1340
1299,1751
1300,2021
1301,1670
1302,1583
1303,57
1304,707
1305,1835
1306,562
1307,905
1308,1259
1309,2214
1310,1528
1311,1524
1312,1707
1313,354
1314,466
1315,1168
1316,1911
1317,1368
1318,2138
1319,2063
1320,1673
1321,1552
1322,2052
1323,1800
1324,388
1325,1709
1326,138
1327,910
1328,1892
1329,1267
1330,1084
1331,1755
1332,1202
1333,263
1334,1481
1335,106
1336,869
1337,2253
1338,1919
1339,1418
1340,719
1341,1802
1342,1575
1343,2028
1344,1317
1345,781
1346,1566
1347,121
1348,23
1349,1115
1350,407
1351,1019
1352,917
1353,1270
1354,2194
1355,2115
1356,1361
1357,1749
1358,1300
1359,1239
1360,1164
1361,377
1362,1614
1363,283
1364,2287
1365,2296
1366,1160
1367,2265
1368,461
1369,256
1370,574
1371,968
1372,74
1373,1747
1374,1008
1375,21
1376,1396
1377,409
1378,28
1379,186
1380,1338
1381,1999
1382,2015
1383,431
1384,937
1385,2026
1386,1432
1387,479
1388,2255
1389,1839
1390,2257
1391,517
1392,755
1393,304
1394,1099
1395,1433
1396,1563
1397,739
1398,127
1399,480
1400,346
1401,1666
1402,168
1403,976
1404,1760
1405,996
1406,1360
1407,1130
1408,1786
1409,1832
1410,1150
1411,695
1412,350
1413,732
1414,2250
1415,1738
1416,1494
1417,331
1418,2268
1419,847
1420,1146
1421,1642
1422,2238
1423,1362
1424,832
1425,1714
1426,2225
1427,274
1428,2335
1429,1355
1430,982
1431,230
1432,1842
1433,314
1434,997
1435,2110
1436,810
1437,275
1438,1320
1439,1616
1440,282
1441,2085
1442,1869
1443,1139
1444,1094
1445,1444
1446,735
1447,558
1448,497
1449,1039
1450,2134
1451,2033
1452,120
1453,1822
1454,837
1455,1686
1456,2362
1457,61
1458,559
1459,438
1460,2102
1461,1734
1462,1459
1463,1956
1464,1465
1465,173
1466,1745
1467,1939
1468,2281
1469,861
1470,1833
1471,904
1472,473
1473,152
1474,2284
1475,1625
1476,309
1477,987
1478,1133
1479,560
1480,1370
1481,2227
1482,1577
1483,632
1484,30
1485,635
1486,288
1487,1737
1488,244
1489,2342
1490,518
1491,2207
1492,1799
1493,2346
1494,160
1495,1186
1496,190
1497,1730
1498,439
1499,1064
1500,1487
1501,611
1502,1005
1503,2254
1504,988
1505,1759
1506,2330
1507,1095
1508,1132
1509,50
1510,2133
1511,413
1512,1122
1513,689
1514,1417
1515,134
1516,2197
1517,1651
1518,166
1519,1495
1520,1299
1521,228
1522,645
1523,1845
1524,754
1525,944
1526,2109
1527,1033
1528,305
1529,174
1530,688
1531,1056
1532,1306
1533,2355
1534,1715
1535,899
1536,995
1537,506
1538,272
1539,1683
1540,2100
1541,955
1542,958
1543,1390
1544,1559
1545,2042
1546,864
1547,1993
1548,2098
1549,1957
1550,175
1551,1874
1552,646
1553,2048
1554,888
1555,483
1556,865
1557,1674
1558,1733
1559,1830
1560,1724
1561,1001
1562,2305
1563,941
1564,702
1565,436
1566,1359
1567,2069
1568,550
1569,18
1570,2024
1571,365
1572,2126
1573,2216
1574,62
1575,103
1576,912
1577,339
1578,1395
1579,397
1580,2218
1581,396
1582,316
1583,15
1584,1301
1585,1618
1586,2087
1587,1958
1588,2224
1589,204
1590,2293
1591,938
1592,1121
1593,2081
1594,100
1595,573
1596,556
1597,1000
1598,1065
1599,1585
1600,998
1601,1120
1602,2302
1603,1229
1604,2047
1605,1002
1606,1296
1607,1867
1608,1820
1609,465
1610,1403
1611,868
1612,648
1613,141
1614,1326
1615,1455
1616,210
1617,496
1618,2348
1619,1687
1620,698
1621,694
1622,1531
1623,930
1624,2245
1625,1223
1626,1873
1627,2059
1628,787
1629,736
1630,2182
1631,2140
1632,874
1633,673
1634,2283
1635,1882
1636,2242
1637,2118
1638,703
1639,1157
1640,2252
1641,1244
1642,384
1643,1908
1644,1328
1645,1059
1646,602
1647,1313
1648,32
1649,1489
1650,2309
1651,2151
1652,1485
1653,1946
1654,1981
1655,1145
1656,1878
1657,1149
1658,2108
1659,2114
1660,1649
1661,1653
1662,1794
1663,1429
1664,1316
1665,1285
1666,1910
1667,696
1668,1731
1669,443
1670,1248
1671,1184
1672,796
1673,129
1674,1894
1675,432
1676,718
1677,395
1678,1278
1679,20
1680,2035
1681,2275
1682,2220
1683,1512
1684,2347
1685,633
1686,1613
1687,1949
1688,102
1689,891
1690,794
1691,2080
1692,200
1693,507
1694,1191
1695,768
1696,2011
1697,296
1698,1984
1699,2175
1700,1091
1701,835
1702,1881
1703,1718
1704,2324
1705,548
1706,81
1707,2291
1708,136
1709,1967
1710,94
1711,2336
1712,1846
1713,2172
1714,2188
1715,31
1716,1811
1717,1985
1718,1147
1719,325
1720,776
1721,229
1722,1302
1723,250
1724,347
1725,2096
1726,1595
1727,96
1728,1726
1729,915
1730,1069
1731,1942
1732,349
1733,1213
1734,621
1735,2204
1736,294
1737,845
1738,660
1739,2078
1740,197
1741,260
1742,142
1743,2002
1744,2051
1745,1988
1746,447
1747,251
1748,567
1749,1590
1750,846
1751,1141
1752,852
1753,1691
1754,1903
1755,1702
1756,2112
1757,1030
1758,1442
1759,122
1760,1144
1761,2235
1762,1449
1763,571
1764,1685
1765,2036
1766,1217
1767,788
1768,1633
1769,78
1770,328
1771,1948
1772,2312
1773,258
1774,834
1775,2169
1776,1943
1777,539
1778,1572
1779,2273
1780,2373
1781,1540
1782,2111
1783,2359
1784,1041
1785,1085
1786,1665
1787,1143
1788,2099
1789,356
1790,1342
1791,1102
1792,1092
1793,2223
1794,2338
1795,871
1796,91
1797,549
1798,485
1799,1304
1800,322
1801,1750
1802,1051
1803,252
1804,1387
1805,2105
1806,1923
1807,572
1808,2157
1809,1225
1810,2280
1811,1813
1812,22
1813,2246
1814,1087
1815,1701
1816,93
1817,1066
1818,2106
1819,1399
1820,17
1821,1549
1822,538
1823,199
1824,1557
1825,1101
1826,2217
1827,790
1828,1847
1829,1809
1830,196
1831,2226
1832,2038
1833,639
1834,478
1835,1655
1836,743
1837,1719
1838,1801
1839,2008
1840,2056
1841,1011
1842,1195
1843,591
1844,2209
1845,945
1846,1682
1847,1871
1848,1383
1849,1385
1850,1696
1851,374
1852,1994
1853,659
1854,643
1855,1264
1856,777
1857,243
1858,1236
1859,2327
1860,1978
1861,2101
1862,193
1863,293
1864,2064
1865,687
1866,1162
1867,709
1868,1752
1869,2374
1870,1346
1871,2241
1872,1471
1873,219
1874,2077
1875,2132
1876,1408
1877,1560
1878,859
1879,860
1880,2025
1881,576
1882,587
1883,405
1884,446
1885,2203
1886,139
1887,656
1888,1864
1889,147
1890,1546
1891,418
1892,2249
1893,183
1894,1047
1895,29
1896,366
1897,522
1898,1680
1899,1812
1900,1170
1901,1697
1902,1196
1903,2187
1904,1982
1905,143
1906,954
1907,935
1908,1176
1909,882
1910,445
1911,1158
1912,2321
1913,1831
1914,1477
1915,1467
1916,1134
1917,2363
1918,848
1919,1626
1920,2144
1921,1920
1922,880
1923,753
1924,1289
1925,887
1926,1182
1927,2131
1928,2376
1929,1180
1930,290
1931,2154
1932,879
1933,1928
1934,1507
1935,490
1936,330
1937,70
1938,19
1939,663
1940,1257
1941,1798
1942,1129
1943,212
1944,727
1945,1620
1946,246
1947,2000
1948,92
1949,1669
1950,444
1951,1
1952,1474
1953,836
1954,1283
1955,35
1956,2364
1957,1178
1958,711
1959,1423
1960,588
1961,72
1962,1608
1963,1850
1964,2261
1965,2092
1966,2191
1967,1268
1968,2128
1969,2333
1970,39
1971,472
1972,95
1973,1699
1974,952
1975,2149
1976,1381
1977,1382
1978,2234
1979,402
1980,1426
1981,221
1982,1123
1983,177
1984,657
1985,1017
1986,826
1987,1743
1988,2079
1989,862
1990,700
1991,831
1992,1364
1993,43
1994,1366
1995,1473
1996,628
1997,1074
1998,318
1999,510
2000,2158
2001,971
2002,1815
2003,1413
2004,254
2005,378
2006,380
2007,1272
2008,1428
2009,284
2010,2318
2011,769
2012,1780
2013,1127
2014,343
2015,1086
2016,2004
2017,1921
2018,224
2019,1221
2020,265
2021,118
2022,1877
2023,513
2024,1703
2025,1156
2026,161
2027,1631
2028,2377
2029,1517
2030,2164
2031,1112
2032,1337
2033,1886
2034,1058
2035,1568
2036,69
2037,1453
2038,1496
2039,2298
2040,1807
2041,881
2042,524
2043,784
2044,973
2045,1237
2046,2230
2047,536
2048,677
2049,1276
2050,442
2051,552
2052,232
2053,1962
2054,1179
2055,778
2056,1778
2057,545
2058,2297
2059,217
2060,2323
2061,1961
2062,2153
2063,1251
2064,0
2065,1235
2066,900
2067,876
2068,734
2069,2075
2070,1889
2071,2269
2072,1181
2073,2289
2074,2372
2075,109
2076,2070
2077,1924
2078,738
2079,1357
2080,2152
2081,1781
2082,1333
2083,9
2084,2379
2085,1255
2086,2150
2087,1258
2088,89
2089,963
2090,2145
2091,1579
2092,1185
2093,1175
2094,2233
2095,225
2096,959
2097,875
2098,531
2099,592
2100,1293
2101,1068
2102,1183
2103,178
2104,2093
2105,2179
2106,965
2107,2212
2108,220
2109,1554
2110,361
2111,1219
2112,425
2113,1756
2114,717
2115,986
2116,110
2117,520
2118,626
2119,939
2120,386
2121,1698
2122,555
2123,584
2124,1126
2125,1308
2126,1534
2127,1174
2128,1925
2129,1199
2130,589
2131,2343
2132,280
2133,1083
2134,1009
2135,691
2136,80
2137,2300
2138,1584
2139,1909
2140,883
2141,360
2142,681
2143,394
2144,669
2145,2171
2146,2266
2147,1705
2148,1024
2149,1858
2150,2350
2151,392
2152,362
2153,1013
2154,2019
2155,1995
2156,1573
2157,1103
2158,1401
2159,1870
2160,664
2161,733
2162,1772
2163,111
2164,1844
2165,1067
2166,58
2167,373
2168,1233
2169,368
2170,1848
2171,1667
2172,27
2173,1445
2174,2003
2175,1754
2176,593
2177,1332
2178,578
2179,2
2180,920
2181,344
2182,1479
2183,195
2184,287
2185,1901
2186,1918
2187,332
2188,1111
2189,2034
2190,931
2191,1876
2192,1052
2193,241
2194,530
2195,1210
2196,2071
2197,1515
2198,1254
2199,477
2200,804
2201,2278
2202,2053
2203,1944
2204,2215
2205,269
2206,128
2207,1344
2208,812
2209,640
2210,607
2211,713
2212,273
2213,1891
2214,1612
2215,2345
2216,819
2217,514
2218,1796
2219,1681
2220,828
2221,51
2222,557
2223,1593
2224,1806
2225,1856
2226,1965
2227,2057
2228,724
2229,236
2230,372
2231,730
2232,84
2233,1072
2234,462
2235,1365
2236,1312
2237,623
2238,772
2239,2219
2240,1310
2241,746
2242,1643
2243,978
2244,1927
2245,1664
2246,858
2247,1315
2248,1662
2249,2074
2250,310
2251,1684
2252,1478
2253,1397
2254,181
2255,1521
2256,1788
2257,1415
2258,460
2259,1628
2260,1890
2261,1045
2262,2317
2263,1472
2264,824
2265,670
2266,1790
2267,453
2268,1979
2269,2251
2270,1898
2271,308
2272,440
2273,1034
2274,2301
2275,1369
2276,1425
2277,306
2278,2378
2279,1422
2280,1462
2281,415
2282,1488
2283,1371
2284,1322
2285,774
2286,813
2287,956
2288,1862
2289,326
2290,153
2291,1353
2292,564
2293,516
2294,994
2295,605
2296,291
2297,2285
2298,1564
2299,498
2300,1409
2301,144
2302,2243
2303,1020
2304,1374
2305,661
2306,481
2307,1706
2308,1240
2309,426
2310,1375
2311,1647
2312,2060
2313,1318
2314,276
2315,137
2316,590
2317,2375
2318,1165
2319,382
2320,1555
2321,2259
2322,1604
2323,2135
2324,1214
2325,984
2326,2332
2327,884
2328,1926
2329,720
2330,1476
2331,2213
2332,1480
2333,1960
2334,1816
2335,866
2336,351
2337,898
2338,2166
2339,964
2340,369
2341,2380
2342,1475
2343,2307
2344,1779
2345,36
2346,622
2347,2183
2348,759
2349,1526
2350,690
2351,2352
2352,1288
2353,2162
2354,1589
2355,1829
2356,2303
2357,1763
2358,544
2359,906
2360,2311
2361,2090
2362,1885
2363,1610
2364,989
2365,969
2366,1688
2367,800
2368,2130
2369,66
2370,2320
2371,2055
2372,2201
2373,271
2374,1015
2375,1710
2376,511
2377,715
2378,470
2379,1935
2380,533
