latitude,longitude
31.19562281,-9.711450077
31.28631755,-9.213886621
31.53569955,-8.562941715
31.85200521,-7.948846216
31.99320931,-7.574514839
32.08781991,-7.442074161
32.08402323,-7.431035391
32.09541332,-6.902809443
32.23001691,-6.330179996
32.34685373,-5.802911124
32.45846822,-5.640389856
32.60410672,-5.460225891
32.58410469,-5.209379693
32.72206272,-4.861594497
32.83640687,-4.501969957
32.89890052,-4.209993115
32.90019088,-3.663765493
32.97797913,-3.209264621
32.96922882,-2.687953733
33.02192303,-2.419181083
33.03596751,-2.103990394
33.03719649,-1.706834397
32.9867587,-1.182206998
32.99715622,-0.894767688
33.58652636,0.080108959
33.72753945,0.417923105
33.7226542,0.4301628
33.98811087,1.031198154
34.05546008,1.343669391
34.1069802,1.692950957
34.37151961,1.920836687
34.56521408,2.183677076
34.88304186,2.786742758
35.20245885,3.312848631
35.48314735,3.844356931
35.69989927,4.182506975
35.72228089,4.220920387
36.13310436,4.580581487
36.16359136,5.502235672
36.16175865,6.071576598
36.12745977,6.640331433
36.09715679,7.136175687
35.69228609,7.656591321
35.40633413,7.981069969
35.30260264,8.129721503
35.18853234,8.369890964
35.05777464,8.755359356
34.84964496,9.226927036
34.83446938,9.507522499
35.01028727,9.855109036
35.2019016,10.11632612
35.24145079,10.18842687
35.36706206,10.40639741
35.61458747,10.71258061
35.67496101,10.90939339
35.69223478,10.84262351
35.70116165,10.81569867
35.74786021,10.81612004
35.7533388,10.8279692
35.76378405,10.83923729
35.76994465,10.84369803
35.77500978,10.8362411
35.77862579,10.82866135
35.77907476,10.81508139
35.78255548,10.80462239
35.77693701,10.7848038
35.77108543,10.76389641
35.76432472,10.75438107
35.76853339,10.72499929
35.7876675,10.68322071
35.81329441,10.6451659
35.82877851,10.64426732
35.84512718,10.62729843
35.85875679,10.61763412
35.86475166,10.61452807
35.87613982,10.6032412
35.89318825,10.60065781
35.9419942,10.56115798
35.95793735,10.54318612
35.97422522,10.53543349
35.98867827,10.52410478
36.00141682,10.52364194
36.01547308,10.51863688
36.02992166,10.51833901
36.03400004,10.50811799
36.03466259,10.49756605
36.04622937,10.4829701
36.05844871,10.47990092
36.08459972,10.47392428
36.13179321,10.46699335
36.16519853,10.46638346
36.20177662,10.4703364
36.23271191,10.47673122
36.28092157,10.4937608
36.34502668,10.52399309
36.3724147,10.54614213
36.38436428,10.55456879
36.3989586,10.57630124
36.40262122,10.5892935
36.40258208,10.60543755
36.3976627,10.61198377
36.39211445,10.61536098
36.39280229,10.62019184
36.40117529,10.63242214
36.40237988,10.63440726
36.40339237,10.6367874
36.40090219,10.63922903
36.40064357,10.64065277
36.40070269,10.64231564
36.4062893,10.64867874
36.40608211,10.65445821
36.40918555,10.66057276
36.42398059,10.67657774
36.42573834,10.68546249
36.42579713,10.68712694
36.43365999,10.69953853
36.43269022,10.70420934
36.4388886,10.71915423
36.44119669,10.73495158
36.44172192,10.74441749
36.4431134,10.75002632
36.44571322,10.7559775
36.45005961,10.76210775
36.45002689,10.77063151
36.45108143,10.77598697
36.4534759,10.78235448
36.45493636,10.78687707
36.45095279,10.79127747
36.45107277,10.79478761
36.45548784,10.79983249
36.45654061,10.80518755
36.45712656,10.80962009
36.46577534,10.81444571
36.47100233,10.81782628
36.47620718,10.81928399
36.48937657,10.82676028
36.49315214,10.83026551
36.49915759,10.83188157
36.50362878,10.83396301
36.51268677,10.83788899
36.52113844,10.84038153
36.53217841,10.84613453
36.54604621,10.85305417
36.56342248,10.86295887
36.57468613,10.86986406
36.58056688,10.87334325
36.5934735,10.8811711
36.60297983,10.88740047
36.61634449,10.89590582
36.6460166,10.91548403
36.66030321,10.92413942
36.6863928,10.94049185
36.70599836,10.95881852
36.71951188,10.96678424
36.727005,10.9714021
36.73738082,10.98253846
36.74382363,10.98798165
36.75217809,10.99573572
36.77748604,11.0150155
36.78578133,11.02220542
36.79708588,11.03603026
36.80779874,11.04680492
36.81544663,11.05958448
36.82351554,11.07008429
36.8304303,11.08578423
36.83425301,11.09217801
36.83652809,11.10173294
36.8393382,11.10735483
36.8355404,11.11226969
36.83286757,11.11630686
36.83355737,11.11710742
36.83838403,11.12026674
36.8424325,11.12212348
36.84633189,11.12457436
36.84737484,11.12360196
36.84867468,11.12441899
36.84920075,11.12623735
36.84940071,11.12727532
36.85055294,11.1255014
36.85273586,11.12451565
36.85407577,11.12554039
36.85536336,11.12811839
36.85546644,11.12819723
36.8550587,11.13018672
36.85638791,11.12978719
36.85783712,11.13001053
36.86012333,11.12910369
36.86202492,11.12985007
36.86250033,11.13003667
36.86297574,11.13022328
36.86593135,11.13142186
36.86908708,11.13365897
36.87357397,11.1341437
36.8774112,11.13124434
36.88338839,11.12410463
36.88951282,11.11510383
36.8986756,11.10948866
36.90620306,11.10554648
36.91272324,11.10673928
36.9221592,11.10529072
36.93082043,11.10224094
36.94025812,11.10079182
36.9489834,11.10075737
36.95642988,11.10169106
36.96276604,11.09383438
36.96916504,11.08899364
36.97443131,11.08325792
36.98544707,11.07711176
36.99014716,11.07092683
36.99747078,11.06582137
37.0061386,11.06276434
37.01608769,11.05873723
37.02645854,11.0570203
37.0378824,11.06108259
37.04466857,11.07435909
37.04692399,11.07480445
37.05064913,11.07374844
37.05367895,11.07125506
37.05620104,11.06836059
37.05945725,11.06471279
37.06296751,11.06126496
37.06593165,11.05960654
37.07009972,11.05978626
37.07188819,11.05764378
37.07427863,11.05642034
37.07549303,11.05471307
37.07674572,11.05081465
37.07749031,11.04651528
37.08115116,11.04629318
37.08372993,11.0461059
37.08488867,11.04168821
37.08607528,11.03862527
37.0882503,11.03500868
37.08401473,11.03566739
37.08123778,11.03836452
37.07817898,11.03950625
37.07669289,11.03611309
37.07711711,11.03244956
37.07591294,11.03061165
37.0731186,11.02840845
37.07065436,11.02202403
37.06875418,11.01874962
37.06491597,11.01439212
37.0640416,11.00837394
37.06304485,11.00048329
37.06069289,10.99951851
37.0599686,10.99672768
37.05727813,10.99150017
37.05804951,10.98855554
37.05589516,10.98508283
37.05297883,10.98101034
37.05038231,10.97630206
37.05071115,10.97212137
37.05193342,10.96686803
37.05435996,10.96345021
37.0518855,10.96061469
37.05307028,10.95755131
37.05342726,10.95472431
37.0534075,10.94982485
37.05096996,10.94479915
37.05072447,10.94105421
37.04946273,10.93650992
37.05277377,10.93556242
37.05004482,10.932528
37.04938521,10.92890139
37.04888536,10.92495648
37.04688161,10.92471269
37.04657017,10.92180404
37.04768878,10.91957582
37.04693466,10.9154311
37.04716796,10.91073074
37.0502616,10.90739059
37.05106058,10.9057985
37.04781502,10.90591148
37.0450411,10.90861483
37.04371313,10.90490716
37.04023488,10.90972009
37.03741152,10.90616897
37.03627218,10.90349782
37.03498644,10.90958937
37.03190147,10.90938356
37.02885322,10.90698739
37.02538362,10.90825435
37.02343819,10.9107191
37.02127539,10.91079393
37.01840843,10.91297749
37.0096062,10.91005104
37.00650085,10.90494822
37.00901899,10.9020473
37.01080422,10.89990102
37.00918602,10.8981856
37.00543442,10.89789915
37.00095735,10.89482441
36.99676342,10.89330309
36.99362159,10.89039075
36.99076977,10.8854888
36.98706154,10.87947084
36.98182273,10.87579905
36.97782445,10.8717716
36.97570463,10.86611562
36.97250362,10.86049775
36.96660304,10.85320406
36.9606131,10.84185065
36.95397917,10.83531344
36.95001968,10.82555576
36.94738953,10.81950175
36.94421628,10.81523859
36.93111575,10.79121909
36.92619631,10.78337136
36.92152702,10.77926672
36.90847288,10.76504284
36.89859861,10.74444903
36.89504076,10.7381148
36.88032776,10.70309294
36.87911022,10.66549015
36.88515339,10.65126551
36.87544831,10.62892575
36.87784988,10.6103552
36.8680773,10.59967779
36.85580483,10.58702315
36.84208831,10.57030902
36.82233766,10.56781497
36.80053266,10.5578581
36.77752813,10.55717971
36.76055602,10.54230242
36.75500251,10.52332514
36.74733435,10.50851931
36.73760681,10.4862635
36.73326902,10.47409733
36.72669887,10.44560613
36.71805233,10.43733934
36.71770598,10.41959111
36.7164774,10.38514121
36.72020473,10.36624188
36.72673976,10.35100703
36.74094466,10.32288644
36.76370227,10.2985754
36.77449037,10.29104665
36.78611179,10.28417191
36.79730001,10.28277624
36.80855027,10.29743788
36.81176376,10.30724177
36.82554658,10.31225766
36.83648394,10.32523092
36.84535164,10.3307539
36.85474464,10.33523548
36.86141773,10.34049035
36.86984956,10.35150366
36.87432802,10.35648989
36.88326544,10.33875712
36.89071504,10.32859568
36.90307649,10.31793054
36.91979253,10.31943895
36.92201779,10.30807399
36.92300515,10.28990577
36.92374604,10.28611738
36.93906315,10.26028682
36.94094723,10.25885514
36.95971503,10.22844899
36.97542575,10.20874683
36.99290017,10.19479807
37.00837421,10.18947448
37.02551835,10.1854619
37.05291455,10.17492664
37.07149968,10.1866283
37.0893472,10.20213371
37.10542768,10.21187647
37.12319981,10.21127455
37.14390708,10.20714129
37.15161824,10.22198201
37.155869,10.24140489
37.17204889,10.25562907
37.1735753,10.2758379
37.1789912,10.28596262
37.18340799,10.27482802
37.18565187,10.25174363
37.1850535,10.23665271
37.18402539,10.22707152
37.18612454,10.22287994
37.18686335,10.21907742
37.19001175,10.21278937
37.20246832,10.20652862
37.21107637,10.18699827
37.22587697,10.15041195
37.23793672,10.12627819
37.23629917,10.0899059
37.24593308,10.07993661
37.26048569,10.06944268
37.27241954,10.0641971
37.26280085,10.05079153
37.25527672,10.03318726
37.25225286,10.00888768
37.24619264,9.971981652
37.25215799,9.945966518
37.26193234,9.900859851
37.27233219,9.888767751
37.28668577,9.883441509
37.30670317,9.869659459
37.3370068,9.867588641
37.33594693,9.852030709
37.33249705,9.808831107
37.32615679,9.789152819
